Maciej Bukowski 350762 28.12.2017 20:22:20


                    STATE OF GAS IN TECHNOLOGICAL PROCESS

DATE        |  TIME      |  TEMPERATURE [°C]  |  MASS [kg]  |  PRESSURE [hPa]
17.12.2017  |  20:42:30  |  28.700            |  25.0       |  4.478450      
17.12.2017  |  20:43:00  |  22.500            |  28.1       |  4.930384      
17.12.2017  |  20:43:30  |  17.900            |  28.6       |  4.940037      
17.12.2017  |  20:44:00  |  26.000            |  27.3       |  4.846723      
17.12.2017  |  20:44:30  |  27.300            |  26.8       |  4.778632      
17.12.2017  |  20:45:00  |  26.600            |  25.1       |  4.465082      
17.12.2017  |  20:45:30  |  20.700            |  28.3       |  4.935244      
17.12.2017  |  20:46:00  |  19.300            |  25.3       |  4.391053      
17.12.2017  |  20:46:30  |  16.900            |  26.6       |  4.578793      
17.12.2017  |  20:47:00  |  20.500            |  26.0       |  4.531061      
17.12.2017  |  20:47:30  |  25.900            |  29.2       |  5.182308      
17.12.2017  |  20:48:00  |  24.800            |  29.2       |  5.163246      
17.12.2017  |  20:48:30  |  25.700            |  26.1       |  4.629033      
17.12.2017  |  20:49:00  |  24.200            |  26.6       |  4.694033      
17.12.2017  |  20:49:30  |  17.200            |  26.1       |  4.497373      
17.12.2017  |  20:50:00  |  25.700            |  28.2       |  5.001484      
17.12.2017  |  20:50:30  |  22.800            |  28.5       |  5.005642      
17.12.2017  |  20:51:00  |  27.200            |  26.5       |  4.723567      
17.12.2017  |  20:51:30  |  21.400            |  28.9       |  5.051884      
17.12.2017  |  20:52:00  |  22.600            |  27.4       |  4.809189      
17.12.2017  |  20:52:30  |  16.100            |  27.0       |  4.634829      
17.12.2017  |  20:53:00  |  26.400            |  26.0       |  4.622099      
17.12.2017  |  20:53:30  |  15.900            |  25.3       |  4.340003      
17.12.2017  |  20:54:00  |  23.500            |  27.7       |  4.876640      
17.12.2017  |  20:54:30  |  24.200            |  26.7       |  4.711680      
17.12.2017  |  20:55:00  |  28.600            |  28.8       |  5.157465      
17.12.2017  |  20:55:30  |  24.900            |  28.9       |  5.111914      
17.12.2017  |  20:56:00  |  28.100            |  26.1       |  4.666208      
17.12.2017  |  20:56:30  |  27.700            |  29.2       |  5.213500      
17.12.2017  |  20:57:00  |  16.900            |  25.1       |  4.320591      
17.12.2017  |  20:57:30  |  15.700            |  28.4       |  4.868411      
17.12.2017  |  20:58:00  |  22.600            |  26.5       |  4.651223      
17.12.2017  |  20:58:30  |  19.900            |  26.4       |  4.591369      
17.12.2017  |  20:59:00  |  17.400            |  25.3       |  4.362525      
17.12.2017  |  20:59:30  |  29.200            |  27.5       |  4.934455      
17.12.2017  |  21:00:00  |  27.200            |  26.8       |  4.777041      
17.12.2017  |  21:00:30  |  21.600            |  25.6       |  4.478064      
17.12.2017  |  21:01:00  |  24.400            |  29.9       |  5.279924      
17.12.2017  |  21:01:30  |  19.100            |  29.6       |  5.133845      
17.12.2017  |  21:02:00  |  19.300            |  26.0       |  4.512545      
17.12.2017  |  21:02:30  |  16.100            |  25.1       |  4.308674      
17.12.2017  |  21:03:00  |  25.400            |  29.3       |  5.191361      
17.12.2017  |  21:03:30  |  16.600            |  29.0       |  4.986754      
17.12.2017  |  21:04:00  |  15.300            |  27.0       |  4.622010      
17.12.2017  |  21:04:30  |  27.400            |  25.4       |  4.530509      
17.12.2017  |  21:05:00  |  20.300            |  29.6       |  5.154925      
17.12.2017  |  21:05:30  |  18.600            |  27.4       |  4.744145      
17.12.2017  |  21:06:00  |  27.200            |  25.3       |  4.509669      
17.12.2017  |  21:06:30  |  28.800            |  26.0       |  4.659131      
17.12.2017  |  21:07:00  |  20.000            |  28.8       |  5.010475      
17.12.2017  |  21:07:30  |  20.600            |  26.1       |  4.550037      
17.12.2017  |  21:08:00  |  28.600            |  27.9       |  4.996294      
17.12.2017  |  21:08:30  |  25.200            |  27.6       |  4.886880      
17.12.2017  |  21:09:00  |  24.600            |  28.9       |  5.106768      
17.12.2017  |  21:09:30  |  29.100            |  28.5       |  5.112199      
17.12.2017  |  21:10:00  |  19.600            |  28.6       |  4.968891      
17.12.2017  |  21:10:30  |  25.200            |  25.6       |  4.532758      
17.12.2017  |  21:11:00  |  26.000            |  28.8       |  5.113026      
17.12.2017  |  21:11:30  |  23.000            |  28.7       |  5.044175      
17.12.2017  |  21:12:00  |  26.700            |  27.7       |  4.929245      
17.12.2017  |  21:12:30  |  22.300            |  28.5       |  4.997185      
17.12.2017  |  21:13:00  |  18.900            |  26.8       |  4.645030      
17.12.2017  |  21:13:30  |  29.600            |  25.3       |  4.545705      
17.12.2017  |  21:14:00  |  21.500            |  28.7       |  5.018627      
17.12.2017  |  21:14:30  |  15.700            |  27.4       |  4.696988      
17.12.2017  |  21:15:00  |  22.800            |  25.2       |  4.426041      
17.12.2017  |  21:15:30  |  15.300            |  26.5       |  4.536417      
17.12.2017  |  21:16:00  |  29.000            |  29.7       |  5.325686      
17.12.2017  |  21:16:30  |  25.300            |  25.6       |  4.534277      
17.12.2017  |  21:17:00  |  22.200            |  29.3       |  5.135718      
17.12.2017  |  21:17:30  |  24.900            |  29.5       |  5.218043      
17.12.2017  |  21:18:00  |  20.900            |  25.3       |  4.415077      
17.12.2017  |  21:18:30  |  26.200            |  29.5       |  5.240803      
17.12.2017  |  21:19:00  |  21.300            |  27.5       |  4.805524      
17.12.2017  |  21:19:30  |  16.000            |  27.4       |  4.701867      
17.12.2017  |  21:20:00  |  26.700            |  25.3       |  4.502162      
17.12.2017  |  21:20:30  |  27.100            |  29.9       |  5.327835      
17.12.2017  |  21:21:00  |  18.500            |  27.4       |  4.742519      
17.12.2017  |  21:21:30  |  17.500            |  29.8       |  5.140237      
17.12.2017  |  21:22:00  |  16.200            |  27.5       |  4.722291      
17.12.2017  |  21:22:30  |  24.200            |  28.3       |  4.994027      
17.12.2017  |  21:23:00  |  20.200            |  26.8       |  4.665707      
17.12.2017  |  21:23:30  |  27.400            |  25.6       |  4.566182      
17.12.2017  |  21:24:00  |  29.500            |  27.4       |  4.921390      
17.12.2017  |  21:24:30  |  23.100            |  29.8       |  5.239275      
17.12.2017  |  21:25:00  |  18.400            |  25.9       |  4.481355      
17.12.2017  |  21:25:30  |  24.900            |  25.3       |  4.475135      
17.12.2017  |  21:26:00  |  17.900            |  27.5       |  4.750035      
17.12.2017  |  21:26:30  |  26.300            |  26.0       |  4.620556      
17.12.2017  |  21:27:00  |  23.500            |  29.5       |  5.193533      
17.12.2017  |  21:27:30  |  22.300            |  29.7       |  5.207592      
17.12.2017  |  21:28:00  |  22.900            |  28.2       |  4.954624      
17.12.2017  |  21:28:30  |  29.000            |  28.7       |  5.146370      
17.12.2017  |  21:29:00  |  15.900            |  25.7       |  4.408620      
17.12.2017  |  21:29:30  |  20.800            |  28.6       |  4.989259      
17.12.2017  |  21:30:00  |  20.500            |  28.5       |  4.966740      
17.12.2017  |  21:30:30  |  25.000            |  29.2       |  5.166711      
17.12.2017  |  21:31:00  |  27.100            |  29.7       |  5.292197      
17.12.2017  |  21:31:30  |  21.000            |  25.7       |  4.486405      
17.12.2017  |  21:32:00  |  29.600            |  27.7       |  4.976918      
17.12.2017  |  21:32:30  |  21.800            |  28.3       |  4.953719      
17.12.2017  |  21:33:00  |  20.500            |  27.7       |  4.827323      
17.12.2017  |  21:33:30  |  27.600            |  28.7       |  5.122525      
17.12.2017  |  21:34:00  |  19.400            |  27.9       |  4.843963      
17.12.2017  |  21:34:30  |  20.100            |  26.8       |  4.664116      
17.12.2017  |  21:35:00  |  20.800            |  27.8       |  4.849699      
17.12.2017  |  21:35:30  |  18.400            |  25.3       |  4.377540      
17.12.2017  |  21:36:00  |  21.700            |  26.5       |  4.637069      
17.12.2017  |  21:36:30  |  17.400            |  26.7       |  4.603930      
17.12.2017  |  21:37:00  |  28.800            |  25.2       |  4.515773      
17.12.2017  |  21:37:30  |  27.900            |  29.5       |  5.270565      
17.12.2017  |  21:38:00  |  27.400            |  25.2       |  4.494836      
17.12.2017  |  21:38:30  |  21.300            |  28.1       |  4.910372      
17.12.2017  |  21:39:00  |  19.900            |  28.7       |  4.991375      
17.12.2017  |  21:39:30  |  15.200            |  28.9       |  4.945547      
17.12.2017  |  21:40:00  |  27.400            |  28.9       |  5.154792      
17.12.2017  |  21:40:30  |  27.000            |  26.6       |  4.738234      
17.12.2017  |  21:41:00  |  26.900            |  27.6       |  4.914725      
17.12.2017  |  21:41:30  |  26.300            |  27.6       |  4.904898      
17.12.2017  |  21:42:00  |  17.400            |  25.5       |  4.397011      
17.12.2017  |  21:42:30  |  19.500            |  26.2       |  4.550366      
17.12.2017  |  21:43:00  |  22.500            |  29.5       |  5.176026      
17.12.2017  |  21:43:30  |  20.600            |  29.0       |  5.055597      
17.12.2017  |  21:44:00  |  27.900            |  26.4       |  4.716709      
17.12.2017  |  21:44:30  |  29.300            |  28.3       |  5.079682      
17.12.2017  |  21:45:00  |  21.400            |  28.2       |  4.929520      
17.12.2017  |  21:45:30  |  21.900            |  25.6       |  4.482622      
17.12.2017  |  21:46:00  |  28.300            |  27.3       |  4.883987      
17.12.2017  |  21:46:30  |  18.800            |  25.7       |  4.452851      
17.12.2017  |  21:47:00  |  26.000            |  27.8       |  4.935491      
17.12.2017  |  21:47:30  |  23.700            |  27.8       |  4.897544      
17.12.2017  |  21:48:00  |  19.600            |  25.4       |  4.412931      
17.12.2017  |  21:48:30  |  16.900            |  27.9       |  4.802569      
17.12.2017  |  21:49:00  |  27.200            |  27.3       |  4.866165      
17.12.2017  |  21:49:30  |  24.200            |  25.1       |  4.429332      
17.12.2017  |  21:50:00  |  17.600            |  25.9       |  4.469058      
17.12.2017  |  21:50:30  |  23.600            |  26.3       |  4.631728      
17.12.2017  |  21:51:00  |  29.100            |  25.2       |  4.520260      
17.12.2017  |  21:51:30  |  25.300            |  25.9       |  4.587413      
17.12.2017  |  21:52:00  |  15.200            |  25.6       |  4.380831      
17.12.2017  |  21:52:30  |  28.700            |  25.5       |  4.568019      
17.12.2017  |  21:53:00  |  23.600            |  25.7       |  4.526061      
17.12.2017  |  21:53:30  |  26.000            |  30.0       |  5.326069      
17.12.2017  |  21:54:00  |  28.100            |  26.1       |  4.666208      
17.12.2017  |  21:54:30  |  25.200            |  25.4       |  4.497346      
17.12.2017  |  21:55:00  |  18.800            |  29.8       |  5.163228      
17.12.2017  |  21:55:30  |  25.200            |  25.0       |  4.426522      
17.12.2017  |  21:56:00  |  16.500            |  28.1       |  4.830325      
17.12.2017  |  21:56:30  |  16.600            |  28.2       |  4.849189      
17.12.2017  |  21:57:00  |  16.900            |  27.4       |  4.716501      
17.12.2017  |  21:57:30  |  19.300            |  29.5       |  5.120003      
17.12.2017  |  21:58:00  |  24.600            |  25.9       |  4.576654      
17.12.2017  |  21:58:30  |  19.000            |  26.8       |  4.646621      
17.12.2017  |  21:59:00  |  17.000            |  29.8       |  5.131394      
17.12.2017  |  21:59:30  |  23.500            |  26.2       |  4.612562      
17.12.2017  |  22:00:00  |  15.600            |  28.3       |  4.849589      
17.12.2017  |  22:00:30  |  27.200            |  28.2       |  5.026588      
17.12.2017  |  22:01:00  |  26.600            |  27.9       |  4.963179      
17.12.2017  |  22:01:30  |  28.000            |  26.2       |  4.682531      
17.12.2017  |  22:02:00  |  15.700            |  29.2       |  5.005550      
17.12.2017  |  22:02:30  |  20.900            |  28.2       |  4.921153      
17.12.2017  |  22:03:00  |  22.800            |  26.3       |  4.619241      
17.12.2017  |  22:03:30  |  23.100            |  28.2       |  4.957971      
17.12.2017  |  22:04:00  |  27.100            |  29.4       |  5.238741      
17.12.2017  |  22:04:30  |  24.000            |  26.0       |  4.585066      
17.12.2017  |  22:05:00  |  27.800            |  27.5       |  4.911607      
17.12.2017  |  22:05:30  |  19.300            |  29.2       |  5.067935      
17.12.2017  |  22:06:00  |  26.000            |  28.9       |  5.130780      
17.12.2017  |  22:06:30  |  24.600            |  30.0       |  5.301144      
17.12.2017  |  22:07:00  |  28.900            |  26.9       |  4.822005      
17.12.2017  |  22:07:30  |  16.100            |  25.2       |  4.325840      
17.12.2017  |  22:08:00  |  29.800            |  25.0       |  4.494770      
17.12.2017  |  22:08:30  |  23.700            |  28.6       |  5.038481      
